order_id,order_datetime,day_of_week,hour_of_day,is_weekend,is_peak_hour,month,restaurant_id,restaurant_locality,cuisine_type,delivery_locality,distance_km,partner_id,vehicle_type,partner_experience_months,weather_condition,order_value_inr,estimated_prep_time_min,estimated_delivery_time_min,actual_delivery_time_min,estimated_delivery_datetime,actual_delivery_datetime,delay_minutes,is_delayed,delay_category,distance_bin,experience_bin,value_bin
ORD_001995,2024-01-15 17:38:00,Monday,17,False,False,1,REST_0096,Kurla East,Fast food,Borivali East,9.47,DEL_0054,Bike,51,Cloudy,1147.35,20,53,53,2024-01-15 18:31:00,2024-01-15 18:31:00,0,False,On Time,8-12km,2+ years,₹600+
ORD_001996,2024-03-06 13:55:00,Wednesday,13,False,True,3,REST_0040,Andheri West,Street foodSea food,Ghatkopar East,6.58,DEL_0156,Bike,1,Light rains,897.15,23,47,68,2024-03-06 14:42:00,2024-03-06 15:03:00,21,True,Severely Delayed,5-8km,0-6 months,₹600+
ORD_001997,2024-05-07 05:29:00,Tuesday,5,False,False,5,REST_0133,kandivali West,American,Colaba,5.11,DEL_0204,Bike,31,Cloudy,1126.89,24,43,41,2024-05-07 06:12:00,2024-05-07 06:10:00,-2,False,On Time,5-8km,2+ years,₹600+
ORD_001998,2024-05-21 13:59:00,Tuesday,13,False,True,5,REST_0085,Malad West,Korean,Jogeshwari,13.42,DEL_0274,Bike,19,Cloudy,985.11,23,69,93,2024-05-21 15:08:00,2024-05-21 15:32:00,24,True,Severely Delayed,12+km,1-2 years,₹600+
ORD_001999,2024-11-30 17:54:00,Saturday,17,True,False,11,REST_0024,Lower Parel,Fast food,Khar West,14.23,DEL_0100,Bike,5,Light rains,410.65,15,63,96,2024-11-30 18:57:00,2024-11-30 19:30:00,33,True,Severely Delayed,12+km,0-6 months,₹400-600
ORD_002000,2024-12-04 22:00:00,Wednesday,22,False,False,12,REST_0107,Versova,Italian,Jogeshwari,12.82,DEL_0282,Bike,44,Light rains,1373.46,18,62,76,2024-12-04 23:02:00,2024-12-04 23:16:00,14,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_002001,2024-03-28 10:49:00,Thursday,10,False,False,3,REST_0119,Vile Parle West,Thai,Malad East,5.78,DEL_0180,Bike,58,Cloudy,395.96,15,35,26,2024-03-28 11:24:00,2024-03-28 11:15:00,-9,False,On Time,5-8km,2+ years,₹200-400
ORD_002002,2024-08-17 06:12:00,Saturday,6,True,False,8,REST_0016,Bhayandar East,Street foodSea food,Bandra East,5.67,DEL_0232,Scooty,54,Rainy,653.62,18,38,28,2024-08-17 06:50:00,2024-08-17 06:40:00,-10,False,On Time,5-8km,2+ years,₹600+
ORD_002003,2024-02-09 18:03:00,Friday,18,False,False,2,REST_0058,Dadar West,Desserts,Bhayandar West,5.37,DEL_0224,Scooty,41,Light rains,386.69,25,45,50,2024-02-09 18:48:00,2024-02-09 18:53:00,5,True,Slightly Delayed,5-8km,2+ years,₹200-400
ORD_002004,2024-01-21 12:34:00,Sunday,12,True,True,1,REST_0121,Colaba,Korean,Bhayandar West,12.29,DEL_0283,Scooty,3,Light rains,726.66,28,71,123,2024-01-21 13:45:00,2024-01-21 14:37:00,52,True,Severely Delayed,12+km,0-6 months,₹600+
ORD_002005,2024-11-16 15:31:00,Saturday,15,True,False,11,REST_0142,Goregaon East,American,Lower Parel,9.4,DEL_0079,Bike,23,Cloudy,906.03,29,62,56,2024-11-16 16:33:00,2024-11-16 16:27:00,-6,False,On Time,8-12km,1-2 years,₹600+
ORD_002006,2024-06-21 11:39:00,Friday,11,False,False,6,REST_0147,Bandra East,Thai,Goregaon East,14.05,DEL_0165,Scooty,2,Clear,983.43,27,76,75,2024-06-21 12:55:00,2024-06-21 12:54:00,-1,False,On Time,12+km,0-6 months,₹600+
ORD_002007,2024-10-25 18:58:00,Friday,18,False,False,10,REST_0102,Malad West,Street foodSea food,Bhayandar West,8.35,DEL_0230,Bicycle,17,Cloudy,723.09,23,52,67,2024-10-25 19:50:00,2024-10-25 20:05:00,15,True,Moderately Delayed,8-12km,1-2 years,₹600+
ORD_002008,2024-07-05 09:26:00,Friday,9,False,False,7,REST_0088,Mulund West,Tibetan,Bandra West,3.18,DEL_0177,Scooty,32,Light rains,837.63,23,35,62,2024-07-05 10:01:00,2024-07-05 10:28:00,27,True,Severely Delayed,3-5km,2+ years,₹600+
ORD_002009,2024-05-31 11:14:00,Friday,11,False,False,5,REST_0002,Andheri West,Korean,Kalyan West,4.08,DEL_0234,Scooty,58,Cloudy,476.49,28,44,42,2024-05-31 11:58:00,2024-05-31 11:56:00,-2,False,On Time,3-5km,2+ years,₹400-600
ORD_002010,2024-10-18 14:06:00,Friday,14,False,False,10,REST_0066,Kurla East,Mughlai,Bandra West,12.89,DEL_0067,Bike,41,Rainy,402.43,24,68,59,2024-10-18 15:14:00,2024-10-18 15:05:00,-9,False,On Time,12+km,2+ years,₹400-600
ORD_002011,2024-03-31 14:21:00,Sunday,14,True,False,3,REST_0071,Ghatkopar East,Italian,Ghatkopar West,13.87,DEL_0024,Bicycle,51,Light rains,1392.13,23,71,86,2024-03-31 15:32:00,2024-03-31 15:47:00,15,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_002012,2024-11-20 10:43:00,Wednesday,10,False,False,11,REST_0014,Ghatkopar West,Chinese,Andheri West,12.31,DEL_0118,Scooty,26,Cloudy,997.17,21,63,77,2024-11-20 11:46:00,2024-11-20 12:00:00,14,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_002013,2024-07-07 13:12:00,Sunday,13,True,True,7,REST_0004,Mulund East,American,Vikhroli,8.73,DEL_0111,Bike,51,Light rains,550.92,19,49,64,2024-07-07 14:01:00,2024-07-07 14:16:00,15,True,Moderately Delayed,8-12km,2+ years,₹400-600
ORD_002014,2024-02-23 13:06:00,Friday,13,False,True,2,REST_0012,Lower Parel,Beverages,Powai,7.65,DEL_0152,Scooty,3,Heavy rains,518.31,21,48,94,2024-02-23 13:54:00,2024-02-23 14:40:00,46,True,Severely Delayed,5-8km,0-6 months,₹400-600
ORD_002015,2024-01-04 17:31:00,Thursday,17,False,False,1,REST_0014,Ghatkopar West,Chinese,Colaba,9.28,DEL_0124,Bike,50,Cloudy,1425.31,21,53,53,2024-01-04 18:24:00,2024-01-04 18:24:00,0,False,On Time,8-12km,2+ years,₹600+
ORD_002016,2024-07-05 09:05:00,Friday,9,False,False,7,REST_0122,Kalyan East,Mughlai,Kalyan West,14.35,DEL_0228,Scooty,36,Light rains,564.89,27,77,89,2024-07-05 10:22:00,2024-07-05 10:34:00,12,True,Moderately Delayed,12+km,2+ years,₹400-600
ORD_002017,2024-10-04 16:49:00,Friday,16,False,False,10,REST_0016,Bhayandar East,Street foodSea food,Vikhroli,8.79,DEL_0140,Bicycle,53,Cloudy,1081.8,18,48,56,2024-10-04 17:37:00,2024-10-04 17:45:00,8,True,Slightly Delayed,8-12km,2+ years,₹600+
ORD_002018,2024-12-09 20:55:00,Monday,20,False,True,12,REST_0131,Ghatkopar West,Desserts,Worli,7.36,DEL_0091,Bicycle,52,Cloudy,735.74,19,45,64,2024-12-09 21:40:00,2024-12-09 21:59:00,19,True,Moderately Delayed,5-8km,2+ years,₹600+
ORD_002019,2024-01-19 18:16:00,Friday,18,False,False,1,REST_0042,Vile Parle West,Continental,Andheri West,5.27,DEL_0065,Bike,54,Cloudy,1347.8,16,34,28,2024-01-19 18:50:00,2024-01-19 18:44:00,-6,False,On Time,5-8km,2+ years,₹600+
ORD_002020,2024-07-05 08:01:00,Friday,8,False,False,7,REST_0044,Borivali West,Lebanese,Goregaon West,8.09,DEL_0036,Bicycle,40,Cloudy,342.77,25,54,71,2024-07-05 08:55:00,2024-07-05 09:12:00,17,True,Moderately Delayed,8-12km,2+ years,₹200-400
ORD_002021,2024-04-08 17:05:00,Monday,17,False,False,4,REST_0034,Goregaon East,Asian,kandivali West,8.59,DEL_0019,Bicycle,21,Cloudy,1377.11,26,56,59,2024-04-08 18:01:00,2024-04-08 18:04:00,3,True,Slightly Delayed,8-12km,1-2 years,₹600+
ORD_002022,2024-09-01 19:06:00,Sunday,19,True,True,9,REST_0002,Andheri West,Korean,Vile Parle West,4.24,DEL_0109,Scooty,43,Rainy,668.02,28,44,55,2024-09-01 19:50:00,2024-09-01 20:01:00,11,True,Moderately Delayed,3-5km,2+ years,₹600+
ORD_002023,2024-02-07 21:11:00,Wednesday,21,False,True,2,REST_0086,Marine lines,Street foodSea food,Kalyan East,5.22,DEL_0098,Bicycle,55,Cloudy,283.54,20,39,52,2024-02-07 21:50:00,2024-02-07 22:03:00,13,True,Moderately Delayed,5-8km,2+ years,₹200-400
ORD_002024,2024-03-24 18:42:00,Sunday,18,True,False,3,REST_0123,Mulund East,South indian,Kurla East,13.69,DEL_0127,Bike,28,Rainy,409.92,27,74,69,2024-03-24 19:56:00,2024-03-24 19:51:00,-5,False,On Time,12+km,2+ years,₹400-600
ORD_002025,2024-05-26 12:33:00,Sunday,12,True,True,5,REST_0010,Vikhroli,Street foodSea food,CSMT,11.78,DEL_0264,Bike,39,Light rains,1357.01,27,68,99,2024-05-26 13:41:00,2024-05-26 14:12:00,31,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_002026,2024-05-17 19:57:00,Friday,19,False,True,5,REST_0038,Vikhroli,Mughlai,Kalyan West,6.29,DEL_0109,Scooty,43,Light rains,774.77,20,42,57,2024-05-17 20:39:00,2024-05-17 20:54:00,15,True,Moderately Delayed,5-8km,2+ years,₹600+
ORD_002027,2024-08-17 06:30:00,Saturday,6,True,False,8,REST_0062,Vile Parle East,Italian,Andheri West,9.77,DEL_0183,Scooty,29,Cloudy,241.49,18,52,44,2024-08-17 07:22:00,2024-08-17 07:14:00,-8,False,On Time,8-12km,2+ years,₹200-400
ORD_002028,2024-11-26 20:57:00,Tuesday,20,False,True,11,REST_0123,Mulund East,South indian,Versova,9.07,DEL_0115,Scooty,23,Heavy rains,1049.88,27,59,118,2024-11-26 21:56:00,2024-11-26 22:55:00,59,True,Severely Delayed,8-12km,1-2 years,₹600+
ORD_002029,2024-12-17 23:41:00,Tuesday,23,False,False,12,REST_0043,Goregaon East,Asian,Dadar East,9.15,DEL_0248,Bike,57,Heavy rains,1462.86,15,46,67,2024-12-18 00:27:00,2024-12-18 00:48:00,21,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_002030,2024-08-01 12:11:00,Thursday,12,False,True,8,REST_0066,Kurla East,Mughlai,Bhayandar West,7.76,DEL_0072,Bicycle,38,Cloudy,1055.36,24,52,77,2024-08-01 13:03:00,2024-08-01 13:28:00,25,True,Severely Delayed,5-8km,2+ years,₹600+
ORD_002031,2024-07-02 20:56:00,Tuesday,20,False,True,7,REST_0009,Marine lines,Asian,Bhayandar West,7.18,DEL_0262,Bike,45,Clear,1091.77,16,41,52,2024-07-02 21:37:00,2024-07-02 21:48:00,11,True,Moderately Delayed,5-8km,2+ years,₹600+
ORD_002032,2024-05-23 22:37:00,Thursday,22,False,False,5,REST_0021,Bandra West,Lebanese,Vile Parle East,3.44,DEL_0192,Bike,15,Cloudy,1118.37,26,39,40,2024-05-23 23:16:00,2024-05-23 23:17:00,1,True,Slightly Delayed,3-5km,1-2 years,₹600+
ORD_002033,2024-03-18 20:12:00,Monday,20,False,True,3,REST_0117,Bandra East,Thai,Jogeshwari,11.52,DEL_0129,Bike,33,Cloudy,478.37,21,61,73,2024-03-18 21:13:00,2024-03-18 21:25:00,12,True,Moderately Delayed,8-12km,2+ years,₹400-600
ORD_002034,2024-08-14 07:18:00,Wednesday,7,False,False,8,REST_0059,Juhu,Korean,Mulund East,11.72,DEL_0040,Bike,18,Rainy,362.12,28,69,59,2024-08-14 08:27:00,2024-08-14 08:17:00,-10,False,On Time,8-12km,1-2 years,₹200-400
ORD_002035,2024-03-03 12:58:00,Sunday,12,True,True,3,REST_0005,Versova,Desserts,kandivali East,12.5,DEL_0064,Bike,58,Light rains,1119.83,22,65,77,2024-03-03 14:03:00,2024-03-03 14:15:00,12,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_002036,2024-06-30 13:32:00,Sunday,13,True,True,6,REST_0073,Colaba,Italian,Vile Parle West,8.35,DEL_0266,Bicycle,27,Heavy rains,720.26,23,52,137,2024-06-30 14:24:00,2024-06-30 15:49:00,85,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_002037,2024-08-29 15:59:00,Thursday,15,False,False,8,REST_0098,Vile Parle West,Italian,Bandra East,9.77,DEL_0030,Scooty,57,Rainy,998.0,18,52,41,2024-08-29 16:51:00,2024-08-29 16:40:00,-11,False,On Time,8-12km,2+ years,₹600+
ORD_002038,2024-10-11 12:45:00,Friday,12,False,True,10,REST_0047,Bandra East,Lebanese,Marine lines,12.17,DEL_0155,Bicycle,22,Light rains,734.57,19,61,113,2024-10-11 13:46:00,2024-10-11 14:38:00,52,True,Severely Delayed,12+km,1-2 years,₹600+
ORD_002039,2024-04-24 20:51:00,Wednesday,20,False,True,4,REST_0010,Vikhroli,Street foodSea food,Malad West,3.69,DEL_0018,Bike,11,Light rains,302.25,27,41,59,2024-04-24 21:32:00,2024-04-24 21:50:00,18,True,Moderately Delayed,3-5km,6-12 months,₹200-400
ORD_002040,2024-08-06 09:58:00,Tuesday,9,False,False,8,REST_0096,Kurla East,Fast food,Khar West,13.31,DEL_0186,Bike,44,Rainy,453.78,20,65,78,2024-08-06 11:03:00,2024-08-06 11:16:00,13,True,Moderately Delayed,12+km,2+ years,₹400-600
ORD_002041,2024-08-21 11:43:00,Wednesday,11,False,False,8,REST_0068,Marine lines,Japanese,Dadar West,12.63,DEL_0229,Scooty,43,Clear,733.69,24,68,64,2024-08-21 12:51:00,2024-08-21 12:47:00,-4,False,On Time,12+km,2+ years,₹600+
ORD_002042,2024-11-03 16:52:00,Sunday,16,True,False,11,REST_0019,Mulund East,Thai,Santacruz,7.02,DEL_0173,Bicycle,13,Cloudy,673.01,29,55,65,2024-11-03 17:47:00,2024-11-03 17:57:00,10,True,Slightly Delayed,5-8km,1-2 years,₹600+
ORD_002043,2024-03-13 18:06:00,Wednesday,18,False,False,3,REST_0148,Marine lines,Lebanese,Kalyan East,10.94,DEL_0288,Bike,34,Heavy rains,205.91,21,59,91,2024-03-13 19:05:00,2024-03-13 19:37:00,32,True,Severely Delayed,8-12km,2+ years,₹200-400
ORD_002044,2024-11-08 17:42:00,Friday,17,False,False,11,REST_0055,Dadar West,Korean,Malad West,9.1,DEL_0113,Scooty,42,Cloudy,1035.0,25,57,50,2024-11-08 18:39:00,2024-11-08 18:32:00,-7,False,On Time,8-12km,2+ years,₹600+
ORD_002045,2024-09-24 12:17:00,Tuesday,12,False,True,9,REST_0029,Borivali East,Italian,Santacruz,5.25,DEL_0101,Bike,30,Light rains,1499.17,17,36,54,2024-09-24 12:53:00,2024-09-24 13:11:00,18,True,Moderately Delayed,5-8km,2+ years,₹600+
ORD_002046,2024-07-28 13:33:00,Sunday,13,True,True,7,REST_0101,Ghatkopar West,Korean,Borivali West,12.18,DEL_0074,Bicycle,25,Rainy,941.21,24,66,78,2024-07-28 14:39:00,2024-07-28 14:51:00,12,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_002047,2024-05-03 19:59:00,Friday,19,False,True,5,REST_0014,Ghatkopar West,Chinese,Bhayandar East,8.78,DEL_0261,Bike,29,Cloudy,338.23,21,52,67,2024-05-03 20:51:00,2024-05-03 21:06:00,15,True,Moderately Delayed,8-12km,2+ years,₹200-400
ORD_002048,2024-12-14 12:59:00,Saturday,12,True,True,12,REST_0142,Goregaon East,American,Lower Parel,9.64,DEL_0203,Bike,44,Light rains,964.63,29,63,88,2024-12-14 14:02:00,2024-12-14 14:27:00,25,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_002049,2024-09-25 13:29:00,Wednesday,13,False,True,9,REST_0104,Matunga,Thai,Bhayandar East,12.95,DEL_0052,Bike,11,Cloudy,1235.05,19,63,84,2024-09-25 14:32:00,2024-09-25 14:53:00,21,True,Severely Delayed,12+km,6-12 months,₹600+
ORD_002050,2024-11-25 18:03:00,Monday,18,False,False,11,REST_0010,Vikhroli,Street foodSea food,Jogeshwari,7.71,DEL_0121,Scooty,57,Light rains,1462.49,27,55,52,2024-11-25 18:58:00,2024-11-25 18:55:00,-3,False,On Time,5-8km,2+ years,₹600+
ORD_002051,2024-04-17 21:02:00,Wednesday,21,False,True,4,REST_0017,Marine lines,Italian,Marine lines,1.729454605,DEL_0055,Bike,30,Clear,1196.44,28,36,30,2024-04-17 21:38:00,2024-04-17 21:32:00,-6,False,On Time,0-3km,2+ years,₹600+
ORD_002052,2024-03-09 13:02:00,Saturday,13,True,True,3,REST_0130,Marine lines,Tibetan,Kurla East,3.79,DEL_0279,Bike,50,Cloudy,1274.86,19,33,38,2024-03-09 13:35:00,2024-03-09 13:40:00,5,True,Slightly Delayed,3-5km,2+ years,₹600+
ORD_002053,2024-08-31 13:58:00,Saturday,13,True,True,8,REST_0055,Dadar West,Korean,Malad East,10.46,DEL_0238,Scooty,34,Clear,977.36,25,62,61,2024-08-31 15:00:00,2024-08-31 14:59:00,-1,False,On Time,8-12km,2+ years,₹600+
ORD_002054,2024-10-30 18:56:00,Wednesday,18,False,False,10,REST_0058,Dadar West,Desserts,Borivali West,14.16,DEL_0052,Bike,11,Cloudy,980.7,25,74,71,2024-10-30 20:10:00,2024-10-30 20:07:00,-3,False,On Time,12+km,6-12 months,₹600+
ORD_002055,2024-09-15 15:52:00,Sunday,15,True,False,9,REST_0141,Mulund West,Tibetan,Jogeshwari,14.64,DEL_0177,Scooty,32,Rainy,762.41,24,74,66,2024-09-15 17:06:00,2024-09-15 16:58:00,-8,False,On Time,12+km,2+ years,₹600+
ORD_002056,2024-09-02 23:25:00,Monday,23,False,False,9,REST_0110,Worli,American,Khar West,5.74,DEL_0080,Bike,56,Rainy,794.76,17,37,40,2024-09-03 00:02:00,2024-09-03 00:05:00,3,True,Slightly Delayed,5-8km,2+ years,₹600+
ORD_002057,2024-09-03 21:52:00,Tuesday,21,False,True,9,REST_0031,Andheri East,Asian,Goregaon West,3.47,DEL_0201,Bike,28,Rainy,1072.44,23,36,42,2024-09-03 22:28:00,2024-09-03 22:34:00,6,True,Slightly Delayed,3-5km,2+ years,₹600+
ORD_002058,2024-10-11 20:12:00,Friday,20,False,True,10,REST_0099,Juhu,Lebanese,Ghatkopar West,13.86,DEL_0293,Bicycle,42,Cloudy,444.16,18,65,93,2024-10-11 21:17:00,2024-10-11 21:45:00,28,True,Severely Delayed,12+km,2+ years,₹400-600
ORD_002059,2024-12-16 13:23:00,Monday,13,False,True,12,REST_0059,Juhu,Korean,Colaba,14.56,DEL_0021,Bike,51,Cloudy,276.82,28,78,84,2024-12-16 14:41:00,2024-12-16 14:47:00,6,True,Slightly Delayed,12+km,2+ years,₹200-400
ORD_002060,2024-03-30 11:39:00,Saturday,11,True,False,3,REST_0052,Juhu,Thai,Bandra West,3.13,DEL_0041,Scooty,33,Heavy rains,983.5,21,33,44,2024-03-30 12:12:00,2024-03-30 12:23:00,11,True,Moderately Delayed,3-5km,2+ years,₹600+
ORD_002061,2024-06-05 07:09:00,Wednesday,7,False,False,6,REST_0001,Powai,Korean,Matunga,11.9,DEL_0210,Bicycle,22,Cloudy,324.78,19,60,62,2024-06-05 08:09:00,2024-06-05 08:11:00,2,True,Slightly Delayed,8-12km,1-2 years,₹200-400
ORD_002062,2024-06-08 12:17:00,Saturday,12,True,True,6,REST_0075,Colaba,Fast food,Malad West,13.45,DEL_0270,Bike,12,Light rains,646.71,15,60,90,2024-06-08 13:17:00,2024-06-08 13:47:00,30,True,Severely Delayed,12+km,6-12 months,₹600+
ORD_002063,2024-10-16 12:32:00,Wednesday,12,False,True,10,REST_0114,Mulund East,Fast food,Malad West,5.26,DEL_0037,Scooty,5,Cloudy,284.1,28,48,61,2024-10-16 13:20:00,2024-10-16 13:33:00,13,True,Moderately Delayed,5-8km,0-6 months,₹200-400
ORD_002064,2024-09-26 21:33:00,Thursday,21,False,True,9,REST_0012,Lower Parel,Beverages,Borivali East,11.17,DEL_0244,Bicycle,24,Clear,566.09,21,59,71,2024-09-26 22:32:00,2024-09-26 22:44:00,12,True,Moderately Delayed,8-12km,1-2 years,₹400-600
ORD_002065,2024-05-25 12:33:00,Saturday,12,True,True,5,REST_0044,Borivali West,Lebanese,Borivali West,1.229402918,DEL_0071,Scooty,32,Cloudy,888.45,25,31,33,2024-05-25 13:04:00,2024-05-25 13:06:00,2,True,Slightly Delayed,0-3km,2+ years,₹600+
ORD_002066,2024-12-29 11:04:00,Sunday,11,True,False,12,REST_0041,Bhayandar East,South indian,Goregaon East,11.15,DEL_0184,Bicycle,53,Light rains,1056.46,16,54,89,2024-12-29 11:58:00,2024-12-29 12:33:00,35,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_002067,2024-01-27 17:44:00,Saturday,17,True,False,1,REST_0093,Marine lines,North indian,Versova,12.69,DEL_0003,Scooty,9,Heavy rains,365.87,18,61,115,2024-01-27 18:45:00,2024-01-27 19:39:00,54,True,Severely Delayed,12+km,6-12 months,₹200-400
ORD_002068,2024-12-05 10:33:00,Thursday,10,False,False,12,REST_0049,Ghatkopar West,Japanese,Jogeshwari,11.35,DEL_0138,Bike,2,Cloudy,1097.23,22,61,67,2024-12-05 11:34:00,2024-12-05 11:40:00,6,True,Slightly Delayed,8-12km,0-6 months,₹600+
ORD_002069,2024-03-09 21:07:00,Saturday,21,True,True,3,REST_0095,Lower Parel,Fast food,Vile Parle West,13.87,DEL_0175,Bicycle,20,Light rains,754.49,22,69,100,2024-03-09 22:16:00,2024-03-09 22:47:00,31,True,Severely Delayed,12+km,1-2 years,₹600+
ORD_002070,2024-11-15 09:52:00,Friday,9,False,False,11,REST_0123,Mulund East,South indian,Worli,9.77,DEL_0238,Scooty,34,Rainy,1145.0,27,61,50,2024-11-15 10:53:00,2024-11-15 10:42:00,-11,False,On Time,8-12km,2+ years,₹600+
ORD_002071,2024-05-18 11:40:00,Saturday,11,True,False,5,REST_0134,Vile Parle East,Desserts,Matunga,6.62,DEL_0061,Scooty,13,Cloudy,540.98,23,47,50,2024-05-18 12:27:00,2024-05-18 12:30:00,3,True,Slightly Delayed,5-8km,1-2 years,₹400-600
ORD_002072,2024-09-23 11:25:00,Monday,11,False,False,9,REST_0088,Mulund West,Tibetan,Andheri East,6.42,DEL_0017,Bike,17,Clear,1103.62,23,46,43,2024-09-23 12:11:00,2024-09-23 12:08:00,-3,False,On Time,5-8km,1-2 years,₹600+
ORD_002073,2024-02-28 21:28:00,Wednesday,21,False,True,2,REST_0085,Malad West,Korean,Vile Parle East,14.12,DEL_0300,Bike,36,Cloudy,1209.88,23,71,91,2024-02-28 22:39:00,2024-02-28 22:59:00,20,True,Moderately Delayed,12+km,2+ years,₹600+
ORD_002074,2024-12-31 22:04:00,Tuesday,22,False,False,12,REST_0046,Kalyan West,Korean,Malad West,14.26,DEL_0054,Bike,51,Light rains,1124.36,25,74,74,2024-12-31 23:18:00,2024-12-31 23:18:00,0,False,On Time,12+km,2+ years,₹600+
ORD_002075,2024-11-15 18:22:00,Friday,18,False,False,11,REST_0016,Bhayandar East,Street foodSea food,Borivali West,14.03,DEL_0071,Scooty,32,Light rains,1024.48,18,66,64,2024-11-15 19:28:00,2024-11-15 19:26:00,-2,False,On Time,12+km,2+ years,₹600+
ORD_002076,2024-05-21 10:26:00,Tuesday,10,False,False,5,REST_0088,Mulund West,Tibetan,Khar West,7.53,DEL_0071,Scooty,32,Heavy rains,881.88,23,50,69,2024-05-21 11:16:00,2024-05-21 11:35:00,19,True,Moderately Delayed,5-8km,2+ years,₹600+
ORD_002077,2024-10-07 19:47:00,Monday,19,False,True,10,REST_0040,Andheri West,Street foodSea food,Bhayandar East,3.39,DEL_0007,Bicycle,25,Rainy,960.95,23,36,54,2024-10-07 20:23:00,2024-10-07 20:41:00,18,True,Moderately Delayed,3-5km,2+ years,₹600+
ORD_002078,2024-08-21 17:48:00,Wednesday,17,False,False,8,REST_0140,Andheri East,Street foodSea food,Dadar West,14.58,DEL_0164,Bicycle,50,Cloudy,1442.13,25,75,80,2024-08-21 19:03:00,2024-08-21 19:08:00,5,True,Slightly Delayed,12+km,2+ years,₹600+
ORD_002079,2024-08-29 14:54:00,Thursday,14,False,False,8,REST_0048,Worli,Lebanese,Vile Parle East,8.73,DEL_0254,Bike,50,Heavy rains,719.03,27,58,114,2024-08-29 15:52:00,2024-08-29 16:48:00,56,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_002080,2024-02-03 13:09:00,Saturday,13,True,True,2,REST_0040,Andheri West,Street foodSea food,Jogeshwari,10.04,DEL_0188,Scooty,25,Cloudy,969.29,23,58,70,2024-02-03 14:07:00,2024-02-03 14:19:00,12,True,Moderately Delayed,8-12km,2+ years,₹600+
ORD_002081,2024-07-04 14:08:00,Thursday,14,False,False,7,REST_0122,Kalyan East,Mughlai,Santacruz,6.03,DEL_0090,Bicycle,37,Rainy,369.1,27,49,60,2024-07-04 14:57:00,2024-07-04 15:08:00,11,True,Moderately Delayed,5-8km,2+ years,₹200-400
ORD_002082,2024-02-26 13:11:00,Monday,13,False,True,2,REST_0038,Vikhroli,Mughlai,Powai,10.2,DEL_0158,Bike,14,Cloudy,1001.75,20,55,79,2024-02-26 14:06:00,2024-02-26 14:30:00,24,True,Severely Delayed,8-12km,1-2 years,₹600+
ORD_002083,2024-06-06 18:55:00,Thursday,18,False,False,6,REST_0124,Borivali East,Japanese,Borivali East,1.870917642,DEL_0007,Bicycle,25,Clear,453.52,15,22,25,2024-06-06 19:17:00,2024-06-06 19:20:00,3,True,Slightly Delayed,0-3km,2+ years,₹400-600
ORD_002084,2024-11-09 23:05:00,Saturday,23,True,False,11,REST_0056,Andheri East,Italian,Goregaon West,10.82,DEL_0011,Scooty,13,Cloudy,889.81,23,61,62,2024-11-10 00:06:00,2024-11-10 00:07:00,1,True,Slightly Delayed,8-12km,1-2 years,₹600+
ORD_002085,2024-11-02 06:00:00,Saturday,6,True,False,11,REST_0135,Mulund West,Thai,Goregaon West,9.49,DEL_0182,Scooty,23,Cloudy,1423.6,16,48,45,2024-11-02 06:48:00,2024-11-02 06:45:00,-3,False,On Time,8-12km,1-2 years,₹600+
ORD_002086,2024-07-06 21:41:00,Saturday,21,True,True,7,REST_0077,Goregaon East,Italian,Colaba,8.97,DEL_0207,Bike,25,Light rains,1228.95,26,58,68,2024-07-06 22:39:00,2024-07-06 22:49:00,10,True,Slightly Delayed,8-12km,2+ years,₹600+
ORD_002087,2024-01-02 21:13:00,Tuesday,21,False,True,1,REST_0094,Andheri West,Beverages,Borivali East,10.75,DEL_0095,Bicycle,43,Cloudy,1336.2,15,51,73,2024-01-02 22:04:00,2024-01-02 22:26:00,22,True,Severely Delayed,8-12km,2+ years,₹600+
ORD_002088,2024-07-28 19:09:00,Sunday,19,True,True,7,REST_0100,Andheri East,Mughlai,Marine lines,11.77,DEL_0073,Bike,4,Rainy,1441.27,18,58,82,2024-07-28 20:07:00,2024-07-28 20:31:00,24,True,Severely Delayed,8-12km,0-6 months,₹600+
ORD_002089,2024-09-07 18:34:00,Saturday,18,True,False,9,REST_0049,Ghatkopar West,Japanese,CSMT,9.77,DEL_0061,Scooty,13,Light rains,1153.91,22,56,55,2024-09-07 19:30:00,2024-09-07 19:29:00,-1,False,On Time,8-12km,1-2 years,₹600+
ORD_002090,2024-12-16 14:01:00,Monday,14,False,False,12,REST_0008,kandivali East,Asian,Goregaon West,4.24,DEL_0026,Bike,48,Cloudy,812.56,15,30,24,2024-12-16 14:31:00,2024-12-16 14:25:00,-6,False,On Time,3-5km,2+ years,₹600+
