order_id,order_datetime,day_of_week,hour_of_day,is_weekend,is_peak_hour,month,restaurant_id,restaurant_locality,cuisine_type,delivery_locality,distance_km,partner_id,vehicle_type,partner_experience_months,weather_condition,order_value_inr,estimated_prep_time_min,estimated_delivery_time_min,actual_delivery_time_min,estimated_delivery_datetime,actual_delivery_datetime,delay_minutes,is_delayed,delay_category
ORD_002336,30-05-2024 18:16,Thursday,18,FALSE,FALSE,5,REST_0039,Mulund East,Chinese,kandivali West,10.92,DEL_0258,Bicycle,17,Light rains,710.96,25,63,89,30-05-2024 19:19,30-05-2024 19:45,26,TRUE,Severely Delayed
ORD_002337,03-03-2024 12:54,Sunday,12,TRUE,TRUE,3,REST_0087,Jogeshwari,Korean,Borivali West,10.81,DEL_0054,Bike,51,Light rains,929.88,21,58,104,03-03-2024 13:52,03-03-2024 14:38,46,TRUE,Severely Delayed
ORD_002338,18-03-2024 08:43,Monday,8,FALSE,FALSE,3,REST_0078,Worli,Beverages,Malad East,11.48,DEL_0166,Scooty,10,Cloudy,1366.42,16,55,45,18-03-2024 09:38,18-03-2024 09:28,-10,FALSE,On Time
ORD_002339,30-08-2024 20:19,Friday,20,FALSE,TRUE,8,REST_0065,Ghatkopar East,Lebanese,Powai,4.48,DEL_0214,Scooty,16,Cloudy,365.31,19,35,39,30-08-2024 20:54,30-08-2024 20:58,4,TRUE,Slightly Delayed
ORD_002340,06-01-2024 23:59,Saturday,23,TRUE,FALSE,1,REST_0114,Mulund East,Fast food,Kurla East,5.98,DEL_0147,Bicycle,46,Cloudy,589.36,28,50,63,07-01-2024 00:49,07-01-2024 01:02,13,TRUE,Moderately Delayed
ORD_002341,06-02-2024 14:18,Tuesday,14,FALSE,FALSE,2,REST_0105,Borivali East,Tibetan,Borivali East,0.827806452,DEL_0030,Scooty,57,Clear,669.85,17,21,44,06-02-2024 14:39,06-02-2024 15:02,23,TRUE,Severely Delayed
ORD_002342,21-06-2024 17:58,Friday,17,FALSE,FALSE,6,REST_0115,Khar West,Italian,kandivali East,15,DEL_0035,Scooty,47,Heavy rains,1238.84,18,69,122,21-06-2024 19:07,21-06-2024 20:00,53,TRUE,Severely Delayed
ORD_002343,03-09-2024 19:08,Tuesday,19,FALSE,TRUE,9,REST_0136,Vile Parle West,Italian,Bandra East,11.62,DEL_0163,Bike,29,Light rains,1302.58,18,58,86,03-09-2024 20:06,03-09-2024 20:34,28,TRUE,Severely Delayed
ORD_002344,09-08-2024 20:18,Friday,20,FALSE,TRUE,8,REST_0144,Mulund West,Japanese,Marine lines,14.86,DEL_0256,Bicycle,8,Rainy,1302.15,19,69,112,09-08-2024 21:27,09-08-2024 22:10,43,TRUE,Severely Delayed
ORD_002345,20-03-2024 12:38,Wednesday,12,FALSE,TRUE,3,REST_0129,Jogeshwari,Desserts,Vile Parle East,13.69,DEL_0057,Scooty,38,Cloudy,1110.4,25,72,102,20-03-2024 13:50,20-03-2024 14:20,30,TRUE,Severely Delayed
ORD_002346,22-04-2024 11:31,Monday,11,FALSE,FALSE,4,REST_0009,Marine lines,Asian,Worli,5.09,DEL_0038,Bike,20,Rainy,1182.81,16,34,39,22-04-2024 12:05,22-04-2024 12:10,5,TRUE,Slightly Delayed
ORD_002347,24-04-2024 12:50,Wednesday,12,FALSE,TRUE,4,REST_0128,Dadar East,Continental,Mulund East,8.23,DEL_0212,Bike,51,Cloudy,376.37,16,44,74,24-04-2024 13:34,24-04-2024 14:04,30,TRUE,Severely Delayed
ORD_002348,22-07-2024 17:24,Monday,17,FALSE,FALSE,7,REST_0105,Borivali East,Tibetan,Khar West,8.47,DEL_0079,Bike,23,Light rains,1141.96,17,46,47,22-07-2024 18:10,22-07-2024 18:11,1,TRUE,Slightly Delayed
ORD_002349,09-11-2024 18:08,Saturday,18,TRUE,FALSE,11,REST_0031,Andheri East,Asian,Marine lines,3.34,DEL_0259,Bicycle,43,Clear,390.93,23,36,28,09-11-2024 18:44,09-11-2024 18:36,-8,FALSE,On Time
ORD_002350,22-09-2024 06:08,Sunday,6,TRUE,FALSE,9,REST_0146,Matunga,Tibetan,Vile Parle West,11.09,DEL_0211,Scooty,43,Rainy,919.15,22,60,46,22-09-2024 07:08,22-09-2024 06:54,-14,FALSE,On Time
ORD_002351,07-04-2024 08:47,Sunday,8,TRUE,FALSE,4,REST_0037,Versova,Beverages,Bandra West,11.35,DEL_0172,Bike,49,Cloudy,1432.34,17,56,48,07-04-2024 09:43,07-04-2024 09:35,-8,FALSE,On Time
ORD_002352,23-02-2024 11:27,Friday,11,FALSE,FALSE,2,REST_0007,Santacruz,Japanese,Kalyan East,6.96,DEL_0081,Scooty,56,Cloudy,1312.6,19,43,47,23-02-2024 12:10,23-02-2024 12:14,4,TRUE,Slightly Delayed
ORD_002353,29-10-2024 12:17,Tuesday,12,FALSE,TRUE,10,REST_0117,Bandra East,Thai,Versova,6.9,DEL_0252,Bike,46,Clear,343.47,21,45,54,29-10-2024 13:02,29-10-2024 13:11,9,TRUE,Slightly Delayed
ORD_002354,14-06-2024 18:24,Friday,18,FALSE,FALSE,6,REST_0001,Powai,Korean,Marine lines,7.69,DEL_0058,Bicycle,18,Clear,797.11,19,46,51,14-06-2024 19:10,14-06-2024 19:15,5,TRUE,Slightly Delayed
ORD_002355,09-06-2024 08:39,Sunday,8,TRUE,FALSE,6,REST_0108,Lower Parel,Beverages,kandivali East,13.65,DEL_0193,Bike,14,Clear,343.17,21,68,69,09-06-2024 09:47,09-06-2024 09:48,1,TRUE,Slightly Delayed
ORD_002356,23-04-2024 13:56,Tuesday,13,FALSE,TRUE,4,REST_0088,Mulund West,Tibetan,Bhayandar East,8.72,DEL_0056,Scooty,32,Clear,230.19,23,54,66,23-04-2024 14:50,23-04-2024 15:02,12,TRUE,Moderately Delayed
ORD_002357,19-05-2024 16:23,Sunday,16,TRUE,FALSE,5,REST_0139,Versova,Beverages,Mulund West,6.89,DEL_0044,Bike,2,Rainy,1176.39,21,45,49,19-05-2024 17:08,19-05-2024 17:12,4,TRUE,Slightly Delayed
ORD_002358,18-11-2024 12:39,Monday,12,FALSE,TRUE,11,REST_0107,Versova,Italian,Lower Parel,4.19,DEL_0194,Scooty,40,Heavy rains,587.31,18,33,55,18-11-2024 13:12,18-11-2024 13:34,22,TRUE,Severely Delayed
ORD_002359,20-08-2024 14:19,Tuesday,14,FALSE,FALSE,8,REST_0132,Goregaon East,Thai,Dadar East,11.97,DEL_0106,Bike,46,Light rains,1462.37,24,65,71,20-08-2024 15:24,20-08-2024 15:30,6,TRUE,Slightly Delayed
ORD_002360,15-01-2024 12:57,Monday,12,FALSE,TRUE,1,REST_0091,Bandra West,Tibetan,Santacruz,11.66,DEL_0083,Scooty,17,Heavy rains,1119.98,15,54,107,15-01-2024 13:51,15-01-2024 14:44,53,TRUE,Severely Delayed
ORD_002361,10-03-2024 23:25,Sunday,23,TRUE,FALSE,3,REST_0047,Bandra East,Lebanese,Powai,3.53,DEL_0068,Scooty,26,Light rains,207.24,19,32,33,10-03-2024 23:57,10-03-2024 23:58,1,TRUE,Slightly Delayed
ORD_002362,02-03-2024 16:17,Saturday,16,TRUE,FALSE,3,REST_0131,Ghatkopar West,Desserts,Vile Parle West,14.31,DEL_0296,Scooty,55,Light rains,526.62,19,68,84,02-03-2024 17:25,02-03-2024 17:41,16,TRUE,Moderately Delayed
ORD_002363,09-02-2024 15:51,Friday,15,FALSE,FALSE,2,REST_0145,Juhu,Chinese,Bandra East,11.23,DEL_0041,Scooty,33,Rainy,866.5,15,53,43,09-02-2024 16:44,09-02-2024 16:34,-10,FALSE,On Time
ORD_002364,22-05-2024 13:10,Wednesday,13,FALSE,TRUE,5,REST_0040,Andheri West,Street foodSea food,Juhu,12.63,DEL_0018,Bike,11,Cloudy,685.71,23,66,98,22-05-2024 14:16,22-05-2024 14:48,32,TRUE,Severely Delayed
ORD_002365,21-09-2024 20:22,Saturday,20,TRUE,TRUE,9,REST_0105,Borivali East,Tibetan,Vile Parle East,5.89,DEL_0241,Bike,47,Light rains,567.54,17,38,55,21-09-2024 21:00,21-09-2024 21:17,17,TRUE,Moderately Delayed
ORD_002366,13-10-2024 16:15,Sunday,16,TRUE,FALSE,10,REST_0098,Vile Parle West,Italian,Kalyan East,14.75,DEL_0063,Bike,3,Clear,759.42,18,68,90,13-10-2024 17:23,13-10-2024 17:45,22,TRUE,Severely Delayed
ORD_002367,28-07-2024 18:14,Sunday,18,TRUE,FALSE,7,REST_0150,Powai,North indian,Ghatkopar East,6.37,DEL_0169,Scooty,26,Light rains,307.96,22,45,37,28-07-2024 18:59,28-07-2024 18:51,-8,FALSE,On Time
ORD_002368,23-03-2024 14:59,Saturday,14,TRUE,FALSE,3,REST_0071,Ghatkopar East,Italian,Juhu,6.69,DEL_0033,Scooty,22,Light rains,396.28,23,47,51,23-03-2024 15:46,23-03-2024 15:50,4,TRUE,Slightly Delayed
ORD_002369,29-07-2024 11:01,Monday,11,FALSE,FALSE,7,REST_0113,Vile Parle West,Korean,Mulund West,10.38,DEL_0159,Bike,21,Rainy,844.28,22,58,52,29-07-2024 11:59,29-07-2024 11:53,-6,FALSE,On Time
ORD_002370,29-03-2024 13:19,Friday,13,FALSE,TRUE,3,REST_0063,Dadar West,Fast food,Colaba,4.54,DEL_0275,Scooty,57,Cloudy,1054.35,25,42,53,29-03-2024 14:01,29-03-2024 14:12,11,TRUE,Moderately Delayed
ORD_002371,28-09-2024 19:54,Saturday,19,TRUE,TRUE,9,REST_0127,Borivali East,Street foodSea food,Borivali West,5.71,DEL_0099,Bike,38,Heavy rains,1250.09,21,41,72,28-09-2024 20:35,28-09-2024 21:06,31,TRUE,Severely Delayed
ORD_002372,24-03-2024 20:05,Sunday,20,TRUE,TRUE,3,REST_0050,Malad West,South indian,Andheri East,5.33,DEL_0011,Scooty,13,Heavy rains,1469.88,17,36,53,24-03-2024 20:41,24-03-2024 20:58,17,TRUE,Moderately Delayed
ORD_002373,13-12-2024 20:51,Friday,20,FALSE,TRUE,12,REST_0004,Mulund East,American,Juhu,13.19,DEL_0091,Bicycle,52,Light rains,753.8,19,64,112,13-12-2024 21:55,13-12-2024 22:43,48,TRUE,Severely Delayed
ORD_002374,12-10-2024 15:17,Saturday,15,TRUE,FALSE,10,REST_0018,Mulund West,Beverages,Andheri East,3.9,DEL_0221,Scooty,14,Cloudy,716.08,20,34,36,12-10-2024 15:51,12-10-2024 15:53,2,TRUE,Slightly Delayed
ORD_002375,14-07-2024 12:03,Sunday,12,TRUE,TRUE,7,REST_0022,Goregaon East,Desserts,Vile Parle West,12.75,DEL_0178,Scooty,50,Clear,1042.45,21,65,79,14-07-2024 13:08,14-07-2024 13:22,14,TRUE,Moderately Delayed
ORD_002376,06-08-2024 21:28,Tuesday,21,FALSE,TRUE,8,REST_0111,Borivali West,South indian,Borivali East,5.03,DEL_0161,Bicycle,17,Rainy,617.24,26,45,56,06-08-2024 22:13,06-08-2024 22:24,11,TRUE,Moderately Delayed
ORD_002377,26-08-2024 12:44,Monday,12,FALSE,TRUE,8,REST_0018,Mulund West,Beverages,Bandra West,14.97,DEL_0130,Scooty,50,Cloudy,1381.94,20,71,93,26-08-2024 13:55,26-08-2024 14:17,22,TRUE,Severely Delayed
ORD_002378,02-10-2024 18:22,Wednesday,18,FALSE,FALSE,10,REST_0007,Santacruz,Japanese,Matunga,6.9,DEL_0236,Bicycle,36,Light rains,1484.49,19,43,50,02-10-2024 19:05,02-10-2024 19:12,7,TRUE,Slightly Delayed
ORD_002379,25-09-2024 08:58,Wednesday,8,FALSE,FALSE,9,REST_0011,kandivali West,South indian,Jogeshwari,5.07,DEL_0034,Scooty,45,Cloudy,1253.86,18,36,42,25-09-2024 09:34,25-09-2024 09:40,6,TRUE,Slightly Delayed
ORD_002380,06-10-2024 09:17,Sunday,9,TRUE,FALSE,10,REST_0119,Vile Parle West,Thai,Borivali East,11.42,DEL_0152,Scooty,3,Cloudy,773.26,15,54,50,06-10-2024 10:11,06-10-2024 10:07,-4,FALSE,On Time
ORD_002381,22-11-2024 18:50,Friday,18,FALSE,FALSE,11,REST_0020,Vile Parle East,Asian,Santacruz,6.73,DEL_0063,Bike,3,Cloudy,1427.41,20,44,40,22-11-2024 19:34,22-11-2024 19:30,-4,FALSE,On Time
ORD_002382,01-07-2024 16:54,Monday,16,FALSE,FALSE,7,REST_0095,Lower Parel,Fast food,kandivali East,5.22,DEL_0019,Bicycle,21,Rainy,1211.23,22,41,54,01-07-2024 17:35,01-07-2024 17:48,13,TRUE,Moderately Delayed
ORD_002383,28-07-2024 15:55,Sunday,15,TRUE,FALSE,7,REST_0008,kandivali East,Asian,Malad East,8.19,DEL_0166,Scooty,10,Cloudy,519.88,15,43,44,28-07-2024 16:38,28-07-2024 16:39,1,TRUE,Slightly Delayed
ORD_002384,13-03-2024 19:44,Wednesday,19,FALSE,TRUE,3,REST_0057,Mulund East,Street foodSea food,Dadar West,7.15,DEL_0238,Scooty,34,Light rains,299.94,16,41,59,13-03-2024 20:25,13-03-2024 20:43,18,TRUE,Moderately Delayed
ORD_002385,30-12-2024 13:17,Monday,13,FALSE,TRUE,12,REST_0017,Marine lines,Italian,Khar West,3.94,DEL_0179,Bike,1,Cloudy,414.06,28,43,47,30-12-2024 14:00,30-12-2024 14:04,4,TRUE,Slightly Delayed
ORD_002386,04-05-2024 13:24,Saturday,13,TRUE,TRUE,5,REST_0036,Vile Parle West,Beverages,Santacruz,11.2,DEL_0093,Bike,16,Rainy,1351.15,26,65,75,04-05-2024 14:29,04-05-2024 14:39,10,TRUE,Slightly Delayed
ORD_002387,18-09-2024 10:28,Wednesday,10,FALSE,FALSE,9,REST_0123,Mulund East,South indian,Kalyan East,14.65,DEL_0088,Bike,29,Heavy rains,234.51,27,78,134,18-09-2024 11:46,18-09-2024 12:42,56,TRUE,Severely Delayed
ORD_002388,29-08-2024 16:31,Thursday,16,FALSE,FALSE,8,REST_0046,Kalyan West,Korean,Santacruz,10.45,DEL_0021,Bike,51,Cloudy,875.33,25,61,54,29-08-2024 17:32,29-08-2024 17:25,-7,FALSE,On Time
ORD_002389,23-10-2024 19:20,Wednesday,19,FALSE,TRUE,10,REST_0103,Bhayandar East,Asian,Borivali East,11.02,DEL_0162,Scooty,17,Cloudy,1232.31,21,59,70,23-10-2024 20:19,23-10-2024 20:30,11,TRUE,Moderately Delayed
ORD_002390,18-04-2024 14:05,Thursday,14,FALSE,FALSE,4,REST_0063,Dadar West,Fast food,Borivali East,5.82,DEL_0062,Scooty,24,Light rains,1096.88,25,46,52,18-04-2024 14:51,18-04-2024 14:57,6,TRUE,Slightly Delayed
ORD_002391,28-04-2024 13:15,Sunday,13,TRUE,TRUE,4,REST_0132,Goregaon East,Thai,Andheri West,3.89,DEL_0117,Bike,55,Light rains,855.73,24,39,57,28-04-2024 13:54,28-04-2024 14:12,18,TRUE,Moderately Delayed
ORD_002392,27-10-2024 20:55,Sunday,20,TRUE,TRUE,10,REST_0019,Mulund East,Thai,Dadar East,9.94,DEL_0075,Scooty,29,Light rains,359.47,29,64,80,27-10-2024 21:59,27-10-2024 22:15,16,TRUE,Moderately Delayed
ORD_002393,23-02-2024 18:16,Friday,18,FALSE,FALSE,2,REST_0074,Matunga,Italian,CSMT,11.93,DEL_0139,Bicycle,12,Light rains,371.01,15,55,75,23-02-2024 19:11,23-02-2024 19:31,20,TRUE,Moderately Delayed
ORD_002394,17-03-2024 18:58,Sunday,18,TRUE,FALSE,3,REST_0149,Juhu,North indian,Vile Parle East,12.72,DEL_0094,Bicycle,26,Light rains,842.68,28,72,83,17-03-2024 20:10,17-03-2024 20:21,11,TRUE,Moderately Delayed
ORD_002395,04-01-2024 10:13,Thursday,10,FALSE,FALSE,1,REST_0105,Borivali East,Tibetan,Dadar East,14.72,DEL_0197,Bike,21,Cloudy,1192.03,17,67,64,04-01-2024 11:20,04-01-2024 11:17,-3,FALSE,On Time
ORD_002396,26-03-2024 09:44,Tuesday,9,FALSE,FALSE,3,REST_0100,Andheri East,Mughlai,Malad West,14.19,DEL_0261,Bike,29,Cloudy,1347.6,18,66,74,26-03-2024 10:50,26-03-2024 10:58,8,TRUE,Slightly Delayed
ORD_002397,09-11-2024 10:07,Saturday,10,TRUE,FALSE,11,REST_0064,Bandra West,Fast food,Mulund East,5.97,DEL_0221,Scooty,14,Light rains,521.95,25,47,48,09-11-2024 10:54,09-11-2024 10:55,1,TRUE,Slightly Delayed
ORD_002398,31-10-2024 15:14,Thursday,15,FALSE,FALSE,10,REST_0085,Malad West,Korean,Kalyan East,11.15,DEL_0297,Bicycle,31,Light rains,642.67,23,62,83,31-10-2024 16:16,31-10-2024 16:37,21,TRUE,Severely Delayed
ORD_002399,06-04-2024 16:06,Saturday,16,TRUE,FALSE,4,REST_0145,Juhu,Chinese,Ghatkopar West,14.41,DEL_0082,Bicycle,33,Light rains,213.38,15,64,73,06-04-2024 17:10,06-04-2024 17:19,9,TRUE,Slightly Delayed
ORD_002400,26-06-2024 12:00,Wednesday,12,FALSE,TRUE,6,REST_0005,Versova,Desserts,Lower Parel,6.66,DEL_0020,Scooty,49,Rainy,1064.22,22,46,47,26-06-2024 12:46,26-06-2024 12:47,1,TRUE,Slightly Delayed
ORD_002401,13-06-2024 12:00,Thursday,12,FALSE,TRUE,6,REST_0101,Ghatkopar West,Korean,Marine lines,9.77,DEL_0264,Bike,39,Clear,317.21,24,58,91,13-06-2024 12:58,13-06-2024 13:31,33,TRUE,Severely Delayed
ORD_002402,03-04-2024 18:36,Wednesday,18,FALSE,FALSE,4,REST_0083,Vikhroli,Beverages,Vikhroli,1.60899042,DEL_0268,Bicycle,38,Cloudy,648.44,26,33,34,03-04-2024 19:09,03-04-2024 19:10,1,TRUE,Slightly Delayed
ORD_002403,12-12-2024 12:50,Thursday,12,FALSE,TRUE,12,REST_0058,Dadar West,Desserts,Ghatkopar West,5.2,DEL_0117,Bike,55,Cloudy,513.4,25,44,62,12-12-2024 13:34,12-12-2024 13:52,18,TRUE,Moderately Delayed
ORD_002404,12-03-2024 14:15,Tuesday,14,FALSE,FALSE,3,REST_0049,Ghatkopar West,Japanese,Kalyan West,6.7,DEL_0035,Scooty,47,Light rains,495.07,22,46,53,12-03-2024 15:01,12-03-2024 15:08,7,TRUE,Slightly Delayed
ORD_002405,15-07-2024 14:41,Monday,14,FALSE,FALSE,7,REST_0080,Mulund East,Lebanese,Bandra East,6.63,DEL_0044,Bike,2,Clear,1203.78,18,41,51,15-07-2024 15:22,15-07-2024 15:32,10,TRUE,Slightly Delayed
ORD_002406,31-12-2024 12:51,Tuesday,12,FALSE,TRUE,12,REST_0043,Goregaon East,Asian,Vikhroli,8.35,DEL_0161,Bicycle,17,Heavy rains,306.68,15,44,118,31-12-2024 13:35,31-12-2024 14:49,74,TRUE,Severely Delayed
ORD_002407,11-07-2024 05:05,Thursday,5,FALSE,FALSE,7,REST_0131,Ghatkopar West,Desserts,Andheri West,12.89,DEL_0201,Bike,28,Rainy,845.7,19,63,66,11-07-2024 06:08,11-07-2024 06:11,3,TRUE,Slightly Delayed
ORD_002408,08-10-2024 23:42,Tuesday,23,FALSE,FALSE,10,REST_0060,Andheri East,Korean,Jogeshwari,12.75,DEL_0228,Scooty,36,Cloudy,350.75,28,72,73,09-10-2024 00:54,09-10-2024 00:55,1,TRUE,Slightly Delayed
ORD_002409,11-12-2024 13:11,Wednesday,13,FALSE,TRUE,12,REST_0110,Worli,American,Goregaon East,8.72,DEL_0088,Bike,29,Light rains,1251.69,17,47,57,11-12-2024 13:58,11-12-2024 14:08,10,TRUE,Slightly Delayed
ORD_002410,21-09-2024 16:04,Saturday,16,TRUE,FALSE,9,REST_0130,Marine lines,Tibetan,kandivali East,8.45,DEL_0240,Bicycle,56,Clear,350.39,19,48,54,21-09-2024 16:52,21-09-2024 16:58,6,TRUE,Slightly Delayed
ORD_002411,11-06-2024 18:11,Tuesday,18,FALSE,FALSE,6,REST_0033,Worli,Italian,Matunga,11.6,DEL_0137,Bicycle,32,Cloudy,1215.27,21,61,66,11-06-2024 19:12,11-06-2024 19:17,5,TRUE,Slightly Delayed
ORD_002412,20-08-2024 12:29,Tuesday,12,FALSE,TRUE,8,REST_0026,Vikhroli,Italian,Mulund West,3.13,DEL_0091,Bicycle,52,Rainy,782.1,15,26,31,20-08-2024 12:55,20-08-2024 13:00,5,TRUE,Slightly Delayed
ORD_002413,07-02-2024 14:00,Wednesday,14,FALSE,FALSE,2,REST_0042,Vile Parle West,Continental,Ghatkopar West,11.8,DEL_0154,Bike,58,Cloudy,600.32,16,56,55,07-02-2024 14:56,07-02-2024 14:55,-1,FALSE,On Time
ORD_002414,13-09-2024 08:37,Friday,8,FALSE,FALSE,9,REST_0107,Versova,Italian,Goregaon West,3.99,DEL_0026,Bike,48,Cloudy,1253.89,18,32,31,13-09-2024 09:09,13-09-2024 09:08,-1,FALSE,On Time
ORD_002415,19-12-2024 18:50,Thursday,18,FALSE,FALSE,12,REST_0071,Ghatkopar East,Italian,Vikhroli,12.09,DEL_0274,Bike,19,Rainy,758.33,23,65,57,19-12-2024 19:55,19-12-2024 19:47,-8,FALSE,On Time
ORD_002416,05-03-2024 20:58,Tuesday,20,FALSE,TRUE,3,REST_0046,Kalyan West,Korean,Vikhroli,8.21,DEL_0168,Scooty,53,Light rains,755.8,25,54,77,05-03-2024 21:52,05-03-2024 22:15,23,TRUE,Severely Delayed
ORD_002417,27-10-2024 08:15,Sunday,8,TRUE,FALSE,10,REST_0115,Khar West,Italian,Vile Parle East,11.36,DEL_0194,Scooty,40,Cloudy,483.55,18,57,50,27-10-2024 09:12,27-10-2024 09:05,-7,FALSE,On Time
ORD_002418,22-08-2024 10:09,Thursday,10,FALSE,FALSE,8,REST_0123,Mulund East,South indian,Mulund East,1.638196633,DEL_0258,Bicycle,17,Rainy,1053.23,27,35,38,22-08-2024 10:44,22-08-2024 10:47,3,TRUE,Slightly Delayed
ORD_002419,02-12-2024 19:50,Monday,19,FALSE,TRUE,12,REST_0069,Goregaon East,Korean,Bandra East,10.44,DEL_0242,Scooty,35,Light rains,483.62,22,58,93,02-12-2024 20:48,02-12-2024 21:23,35,TRUE,Severely Delayed
ORD_002420,11-12-2024 11:02,Wednesday,11,FALSE,FALSE,12,REST_0018,Mulund West,Beverages,Juhu,7.5,DEL_0219,Bike,44,Cloudy,553.78,20,46,59,11-12-2024 11:48,11-12-2024 12:01,13,TRUE,Moderately Delayed
ORD_002421,28-05-2024 13:35,Tuesday,13,FALSE,TRUE,5,REST_0025,Juhu,Mughlai,Vikhroli,3.31,DEL_0154,Bike,58,Cloudy,627.89,27,40,40,28-05-2024 14:15,28-05-2024 14:15,0,FALSE,On Time
ORD_002422,22-05-2024 08:07,Wednesday,8,FALSE,FALSE,5,REST_0059,Juhu,Korean,Bandra East,8.84,DEL_0231,Bicycle,19,Heavy rains,961.74,28,59,88,22-05-2024 09:06,22-05-2024 09:35,29,TRUE,Severely Delayed
ORD_002423,23-10-2024 08:37,Wednesday,8,FALSE,FALSE,10,REST_0102,Malad West,Street foodSea food,Bhayandar West,4.56,DEL_0140,Bicycle,53,Cloudy,1163.69,23,40,45,23-10-2024 09:17,23-10-2024 09:22,5,TRUE,Slightly Delayed
ORD_002424,04-12-2024 10:28,Wednesday,10,FALSE,FALSE,12,REST_0139,Versova,Beverages,Marine lines,6.69,DEL_0201,Bike,28,Light rains,904.69,21,45,63,04-12-2024 11:13,04-12-2024 11:31,18,TRUE,Moderately Delayed
ORD_002425,05-09-2024 10:52,Thursday,10,FALSE,FALSE,9,REST_0081,Juhu,Tibetan,Colaba,8.6,DEL_0176,Bike,29,Light rains,1107.47,18,48,51,05-09-2024 11:40,05-09-2024 11:43,3,TRUE,Slightly Delayed
ORD_002426,04-08-2024 13:22,Sunday,13,TRUE,TRUE,8,REST_0023,Versova,Street foodSea food,Borivali West,12.66,DEL_0252,Bike,46,Clear,372.96,18,61,60,04-08-2024 14:23,04-08-2024 14:22,-1,FALSE,On Time
ORD_002427,13-01-2024 11:39,Saturday,11,TRUE,FALSE,1,REST_0014,Ghatkopar West,Chinese,Goregaon East,9.49,DEL_0196,Bike,27,Cloudy,1172.42,21,54,43,13-01-2024 12:33,13-01-2024 12:22,-11,FALSE,On Time
ORD_002428,05-10-2024 11:28,Saturday,11,TRUE,FALSE,10,REST_0054,Lower Parel,Japanese,Vile Parle East,14.92,DEL_0300,Bike,36,Light rains,928.06,15,65,62,05-10-2024 12:33,05-10-2024 12:30,-3,FALSE,On Time
ORD_002429,18-04-2024 20:48,Thursday,20,FALSE,TRUE,4,REST_0058,Dadar West,Desserts,Colaba,7.1,DEL_0231,Bicycle,19,Heavy rains,431.41,25,50,117,18-04-2024 21:38,18-04-2024 22:45,67,TRUE,Severely Delayed
ORD_002430,28-06-2024 08:40,Friday,8,FALSE,FALSE,6,REST_0092,Goregaon East,Continental,Malad West,9.9,DEL_0254,Bike,50,Clear,239.3,25,60,55,28-06-2024 09:40,28-06-2024 09:35,-5,FALSE,On Time
ORD_002431,04-04-2024 20:03,Thursday,20,FALSE,TRUE,4,REST_0072,Worli,Desserts,Santacruz,12,DEL_0091,Bicycle,52,Cloudy,1387.25,20,61,98,04-04-2024 21:04,04-04-2024 21:41,37,TRUE,Severely Delayed
ORD_002432,05-06-2024 21:28,Wednesday,21,FALSE,TRUE,6,REST_0003,Matunga,South indian,Bandra West,11.39,DEL_0167,Bike,51,Rainy,680.42,21,60,69,05-06-2024 22:28,05-06-2024 22:37,9,TRUE,Slightly Delayed
ORD_002433,06-05-2024 17:19,Monday,17,FALSE,FALSE,5,REST_0068,Marine lines,Japanese,Kalyan West,13.19,DEL_0275,Scooty,57,Rainy,1397.18,24,69,72,06-05-2024 18:28,06-05-2024 18:31,3,TRUE,Slightly Delayed
ORD_002434,16-09-2024 19:17,Monday,19,FALSE,TRUE,9,REST_0136,Vile Parle West,Italian,Malad East,10.74,DEL_0189,Bike,56,Light rains,1237.7,18,55,73,16-09-2024 20:12,16-09-2024 20:30,18,TRUE,Moderately Delayed
ORD_002435,05-11-2024 10:10,Tuesday,10,FALSE,FALSE,11,REST_0053,Andheri East,Italian,Versova,6.16,DEL_0226,Bike,27,Light rains,822.53,29,52,51,05-11-2024 11:02,05-11-2024 11:01,-1,FALSE,On Time
ORD_002436,10-05-2024 18:29,Friday,18,FALSE,FALSE,5,REST_0051,Colaba,Italian,Worli,14.46,DEL_0278,Bicycle,54,Clear,844.39,15,64,79,10-05-2024 19:33,10-05-2024 19:48,15,TRUE,Moderately Delayed
ORD_002437,05-05-2024 15:59,Sunday,15,TRUE,FALSE,5,REST_0077,Goregaon East,Italian,Borivali West,10.71,DEL_0116,Bicycle,50,Clear,302.52,26,63,57,05-05-2024 17:02,05-05-2024 16:56,-6,FALSE,On Time
ORD_002438,26-02-2024 14:03,Monday,14,FALSE,FALSE,2,REST_0052,Juhu,Thai,Malad East,8.65,DEL_0262,Bike,45,Light rains,222.46,21,51,51,26-02-2024 14:54,26-02-2024 14:54,0,FALSE,On Time
ORD_002439,12-08-2024 13:13,Monday,13,FALSE,TRUE,8,REST_0048,Worli,Lebanese,Vile Parle East,13.52,DEL_0296,Scooty,55,Cloudy,827.04,27,74,74,12-08-2024 14:27,12-08-2024 14:27,0,FALSE,On Time
ORD_002440,20-05-2024 12:51,Monday,12,FALSE,TRUE,5,REST_0081,Juhu,Tibetan,Malad West,6.07,DEL_0120,Bicycle,14,Cloudy,1001.68,18,39,58,20-05-2024 13:30,20-05-2024 13:49,19,TRUE,Moderately Delayed
